line;tag;pred
In connection with EMIR, various technical standards have now come into force, however, certain critical technical standards remain outstanding, including those addressing which classes of over the counter (“OTC”) derivative contracts will be subject to the clearing obligation and the scope of collateralisation obligations in respect of OTC derivative contracts which are not cleared. FCs will be subject to a general obligation to clear all “eligible” OTC derivative contracts through a duly authorised or recognised central counterparty (the “clearing obligation”), to report the details of all derivative contracts to a trade repository (the “reporting obligation”) and undertake certain risk mitigation techniques in respect of OTC derivative contracts which are not subject to the clearing obligation, such as the timely confirmation of the terms of the OTC derivative contracts, portfolio reconciliation and compression and the implementation of dispute resolution procedures.;p;
NFCs are subject to reporting and certain risk mitigation obligations. NFCs are exempted from the clearing obligation and certain additional risk mitigation obligations, such as the posting of collateral, as long as they do not exceed the applicable clearing thresholds established by the regulatory technical standard for the relevant class of OTC derivative contracts. OTC derivative contracts which are objectively measurable as reducing risks directly related to commercial activity or treasury financing activity of an NFC or the group to which it belongs (the “hedging exemption”) will not be included towards the clearing thresholds. If the Issuer is considered to be a member of a “group” (as defined in EMIR) (which may, amongst other events, result from the accounting consolidation of the Issuer by Alcentra Limited or its Affiliates due to a change in law, accounting rules or a change in the interpretation of existing accounting rules) or otherwise no longer makes use of the hedging exemption, there is a risk that OTC derivative contracts it enters into will become subject to the clearing obligation and such additional risk mitigation obligations. It may not be possible for the Issuer to know if any of the thresholds have been exceeded or if it has become part of a “group” for the purposes of EMIR and this status in any event may be subject to change. In the event that the Issuer exceeds the applicable clearing thresholds, it would be required to post collateral both in respect of cleared and non-cleared OTC derivative contracts. In such instance, it is unlikely that the Issuer would be able to comply with such requirements. In such circumstances, hedge counterparties may be unable to enter into hedge transactions with the Issuer and may have the right to terminate existing hedge transactions. This could result in the sale of Asset Swap Obligations and/or the termination of relevant Hedge Transactions and/or limit the Issuer’s ability to invest in Non-Euro Obligations or may result in it being in breach of its obligations to enter into Asset Swap Transactions with respect to any Non-Euro Obligations it has purchased. The Issuer may also be exposed to interest rate risk and currency risk as further described below (see “Interest rate risk” and “Currency risk and Asset Swap Transactions” below). The Conditions of the Notes permit the Trustee, without the consent of any of the Noteholders, to concur with the Issuer in the making of modifications to the Transaction Documents and/or the Conditions of the Notes to comply with the requirements of EMIR which may become applicable at a future date. Further regulations are expected. Prospective investors should be aware that the regulatory changes arising from EMIR may in due course significantly increase the cost of entering into derivative contracts and may adversely affect the Issuer’s ability to engage in derivative contracts. As a result of such increased costs and/or increased regulatory requirements, investors may also receive significantly less or no interest or return, as the case may be. Alternatively the regulations and/or associated costs involved could preclude the Investment Manager from being able to execute its investment strategy as anticipated, investors should be aware that such risks are material and that the Issuer could be materially and adversely affected thereby. As such, investors should consult their own independent advisers and make their own assessment about the potential risks posed by EMIR in making any investment decision in respect of the Notes.;p;
2.42 Alternative Investment Fund Managers Directive;h2;
;p;
The AIFMD was required to be transposed into national laws by no later than 22 July 2013, although there are transitional provisions which expire one year later on 22 July 2014. AIFMD provides, among other things, that all alternative investment funds (“AIFs”) must have a designated AIFM with responsibility for portfolio and risk management. There is an exemption provided in respect of “securitisation special purpose entities” (the “SSPE Exemption”). However, neither ESMA nor the Netherlands Authority for the Financial Markets (Dutch: Autoriteit Financiële Markten) has given any formal guidance on the application of the SSPE Exemption or whether a CLO specifically would fall within the SSPE Exemption. If, however, AIFMD were to apply to the Issuer, the Investment Manager would need to be appropriately regulated. From the Issuer’s perspective, if the Issuer were considered to be an AIF and could not benefit from the SSPE Exemption or any other exemption, the AIFMD would require the Investment Manager and/or the Issuer to seek authorisation to become an AIFM under the AIFMD. If the Investment Manager or the Issuer were to fail to, or be unable to, obtain such authorisation, the Investment Manager may not be able to continue to manage the Issuer’s assets, or its ability to do so may be impaired. Any regulatory changes arising from implementation of the AIFMD (or otherwise) that impairs the ability of the Investment Manager to manage the Issuer’s assets may adversely affect the Issuer’s ability to carry out its investment strategy and achieve its investment objective. In addition, if the Issuer were an AIF it will be classified as a “financial counterparty” under EMIR and may be required to comply with clearing obligations or other risk mitigation techniques with respect to Hedge Transactions including obligations to post margin to any central clearing counterparty or market counterparty. See also “Risk Factors - EMIR” above.;p;
2.43 EU Savings Directive;h2;
;p;
Under EC Council Directive 2003/48/EC on the taxation of savings income (the “EU Savings Directive”), member states are required to provide to the tax authorities of another member state details of payments of interest or other similar income paid by a paying agent within its jurisdiction to, or collected by such a person for, an individual resident in that other member state. However, for a transitional period, Luxembourg and Austria are instead required to operate a withholding system in relation to such payments, unless the beneficiary of the interest payments elects for the exchange of information. The end of this transitional period depends on the conclusion of certain other agreements relating to information exchange with certain other countries.;p;
A number of non EU countries, including Switzerland, (“Third Countries”) and certain dependent or associated territories of certain member states (“Dependent and Associated Territories”) have adopted similar measures in relation to payments of interest or other similar income paid by a paying agent within its jurisdiction to, or collected by such a person for, an individual resident in another member state, or certain Third Countries or Dependent and Associated Territories. In April 2013, the Luxembourg Government announced its intention to abolish the withholding system with effect from 1 January 2015, in favour of automatic exchange under the EU Savings Directive.;p;
The European Commission has proposed certain amendments to the EU Savings Directive which may, if implemented, amend or broaden the scope of the requirements described above.;p;
If a payment were to be made or collected through a member state which operates a withholding system and an amount of, or in respect of, tax were to be withheld from that payment, neither the Issuer nor any Paying Agent nor any other person would be obliged to pay additional amounts with respect to any Note as a result of the imposition of such withholding tax. Pursuant to Condition 8(d) (Principal Paying Agent and Transfer Agents), so long as such a jurisdiction exists, the Issuer is required to maintain a Paying Agent in a member state that is not obliged to withhold or deduct tax pursuant to any law implementing or complying with, or introduced in order to confirm to, the EU Savings Directive.;p;
2.44 Book-entry holders are not considered Noteholders under the Trust Deed and may delay receipt of payments on the Notes;h2;
;p;
Holders of beneficial interests in any Notes held in global form will not be considered holders of such Notes under the Trust Deed. After payment of any interest, principal or other amount to the applicable Clearing System, the Issuer will have no responsibility or liability for the payment of such amount by the applicable Clearing System or to any holder of a beneficial interest in a Note. The applicable Clearing System or its nominee will be the sole holder for any Notes held in global form, and therefore each Person owning a beneficial interest in a Note held in global form must rely on the procedures of such Clearing System (and if such Person is not a participant in the applicable Clearing System on the procedures of the participant through which such Person holds such interest) with respect to the exercise of any rights of a Noteholder under the Trust Deed.;p;
Noteholders owning a book-entry Note may experience some delay in their receipt of distributions of interest and principal on such Note since distributions are required to be forwarded by the Principal Paying Agent to the applicable Clearing System, and the applicable Clearing System will be required to credit such distributions to the accounts of its participants which thereafter will be required to credit them to the accounts of the applicable Noteholders, either directly or indirectly through indirect participants. See “Form of the Notes”.;p;
2.45 Security;h2;
;p;
Clearing Systems;p;
;p;
Collateral Debt Obligations or other assets forming part of the Collateral which are in the form of securities (if any) will be held by the Custodian on behalf of the Issuer. The Custodian will hold such assets which can be cleared through Euroclear in an account with Euroclear (the “Euroclear Account”) unless the Trustee otherwise consents and will hold the other securities comprising the Portfolio which cannot be so cleared through its accounts with;p;
Clearstream, Luxembourg and The Depository Trust Company (“DTC”), as appropriate. Those Collateral Debt Obligations held in clearing systems will not be held in special purpose accounts and will be fungible with other securities from the same issue held in the same accounts on behalf of the other customers of the Custodian. A first fixed charge over the Portfolio will be created under English law pursuant to the Trust Deed on the Issue Date which will, in relation to the Collateral Debt Obligations that are held through the Custodian, take effect as a security interest over (i) the beneficial interest of the Issuer in its share of the pool of securities fungible with the relevant Collateral Debt Obligations held in the accounts of the Custodian on trust for the Issuer and (ii) the Issuer’s ancillary contractual rights against the Custodian in accordance with the terms of the Agency Agreement which may expose the Secured Parties to the risk of loss in the case of a shortfall of such securities if an insolvency of the Custodian occurs.;p;
On the Issue Date the Issuer will grant a pledge pursuant to Belgian law over the Euroclear Account (the “Euroclear Security Agreement”). The effect of this security interest will be to enable the Custodian, on enforcement, to sell the securities in the Euroclear Account on behalf of the Trustee. The Euroclear Security Agreement will not entitle the Trustee to require delivery of the relevant securities from the depositary or depositaries that have physical custody of such securities or allow the Trustee to dispose of such securities directly.;p;
In addition, custody and clearance risks may be associated with Collateral Debt Obligations comprising the Portfolio which are securities that do not clear through DTC, Euroclear or Clearstream, Luxembourg. There is a risk, for example, that such securities could be counterfeit, or subject to a defect in title or claims to ownership by other parties, including custody liens imposed by standard custody terms at various stages in the chain of intermediary ownership of such Collateral Debt Obligations.;p;
Any risk of loss arising from any insufficiency or ineffectiveness of the security for the Notes or the custody and clearance risks which may be associated with Collateral Debt Obligations comprising the Portfolio will be borne by the Noteholders without recourse to the Issuer, the Initial Purchaser, the Arranger, the Trustee, the Investment Manager, the Collateral Administrator, the Custodian, the Liquidity Facility Provider, the Hedge Counterparties or any other party.;p;
Fixed Security;p;
;p;
Although the security constituted by the Trust Deed over the Collateral held from time to time, including the security over the Accounts, is expressed to take effect as a fixed charge, it may (as a result of, among other things, the substitutions of Collateral Debt Obligations or Eligible Investments contemplated by the Investment Management and Collateral Administration Agreement and the payments to be made from the Accounts in accordance with the Conditions of the Notes and the Trust Deed) take effect as a floating charge which, in particular, would rank after a subsequently created fixed charge. However, the Issuer has covenanted in the Trust Deed not to create any such subsequent security interests (other than those permitted under the Trust Deed) without the consent of the Trustee.;p;
2.46 Actions of any Rating Agency can adversely affect the market value or liquidity of the Notes;h2;
;p;
A credit rating is not a recommendation to buy, sell or hold securities and may be subject to revision, suspension or withdrawal by any Rating Agency at any time. Credit ratings represent a rating agency’s opinion regarding the credit quality of an asset but are not a guarantee of such quality. There is no assurance that a rating accorded to any of the Notes will remain for any given period of time or that a rating will not be lowered or withdrawn entirely by a Rating Agency if, in its judgement, circumstances in the future so warrant. If a rating initially assigned to any of the Notes is subsequently lowered for any reason, no person or entity is required to provide any additional support or credit enhancement with respect to any such Notes and the market value of such Notes is likely to be adversely affected.;p;
Prospective investors in the Notes should be aware that as a result of the recent economic events, rating agencies have undertaken extensive reviews of their rating methodology and criteria used to rate notes issued as part of CLO transactions. This could impact on the ratings assigned to the Notes after the Issue Date and potentially result in the downgrade or withdrawal thereof following the Issue Date.;p;
The Rating Agencies may change their published ratings criteria or methodologies for securities such as the Rated Notes at any time in the future. Further, the Rating Agencies may retroactively apply any such new standards to the ratings of the Rated Notes. Any such action could result in a substantial lowering (or even withdrawal) of any rating assigned to any Rated Note, despite the fact that such Rated Note might still be performing fully to the specifications set forth for such Rated Note in this Offering Circular and the Transaction Documents. The rating assigned to any Rated Note may also be lowered following the occurrence of an event or circumstance despite the fact that the related Rating Agency previously provided confirmation that such occurrence would not result in the rating of such Rated Note being lowered. Additionally, any Rating Agency may, at any time and without any change in its published ratings criteria or methodology, lower or withdraw any rating assigned by it to any Class of Rated Notes. If any rating initially assigned to any Rated Note is subsequently lowered or withdrawn for any reason, Noteholders may not be able to resell their Notes without a substantial discount. Any reduction or withdrawal to the ratings on any Class of Rated Notes may significantly reduce the liquidity of the Notes and may adversely affect the Issuer’s ability to make certain changes to the composition of the Collateral.;p;
As at the date of this Offering Circular, each of the Rating Agencies is established in the European Union and is registered under the CRA. As such each Rating Agency is included in the list of credit rating agencies published by ESMA on its website in accordance with the CRA. ESMA may determine that one or both of the Rating Agencies no longer qualifies for registration under the CRA and that determination may also have an adverse effect on the market prices and liquidity of the Rated Notes.;p;
"In addition to the ratings assigned to the Rated Notes by the Rating Agencies, the Issuer will be utilising ratings assigned by rating agencies to Obligors of individual Collateral Debt Obligations. The Collateral Quality Tests, the Portfolio Profile Tests and the Coverage Tests are sensitive to variations in the ratings applicable to the underlying Collateral Debt Obligations. Generally, deteriorations in the business environment or increases in the business risks facing any particular Obligor may result in downgrade of its obligations, which may result in such obligation becoming a Credit Impaired Obligation, an S&P CCC Obligation, a Moody’s Caa Obligation (and therefore potentially subject to haircuts in the determination of the Par Value Tests and restriction in the Portfolio Profile Tests) or a Defaulted Obligation (and therefore subject to various haircuts to the Principal Balance thereof). The Investment Management and Collateral Administration Agreement contains detailed provisions for determining the S&P Rating and the Moody’s Rating. In most instances, the S&P Rating and the Moody’s Rating will not be based on or derived from a public rating of the Obligor or the actual Collateral Debt Obligation. In most cases, the S&P Rating and the Moody’s Rating in respect of a Collateral Debt Obligation will be based on a confidential credit estimate determined separately by S&P and/or Moody’s. Such confidential credit estimates are private and therefore not capable of being disclosed to Noteholders. In addition, some ratings will be derived by the Investment Manager based on, among other things, Obligor group or affiliate ratings, comparable ratings provided by a different Rating Agency and, in certain circumstances, temporary ratings applied by the Investment Manager. The Portfolio Profile Tests contain limitations on the proportions of the Aggregate Collateral Balance that may be made up of Collateral Debt Obligations where the Moody’s Rating is derived from an S&P Rating or the S&P Rating is derived from a Moody’s Rating. Furthermore, such derived ratings will not reflect detailed credit analysis of the particular Collateral Debt Obligation and may reflect a more or less conservative view of the actual credit risk of such Collateral Debt Obligation than any such fundamental credit analysis might, if conducted, warrant; and model- derived variations in such ratings may occur (and have consequential effects on the Collateral Quality Tests, the Portfolio Profile Tests and the Coverage Tests) without necessarily reflecting comparable variation in the actual credit quality of the Collateral Debt Obligation in question. Please see “The Portfolio” and “Ratings of the Notes”.";p;
There can be no assurance that rating agencies will continue to assign such ratings utilising the same methods and standards utilised today despite the fact that such Collateral Debt Obligation might still be performing fully to the specifications set forth in its Underlying Instrument. Any change in such methods and standards could result in a significant rise in the number of S&P CCC Obligations and/or Moody’s Caa Obligations in the Portfolio, which could cause the Issuer to fail to satisfy the Par Value Tests on subsequent Determination Dates, which failure could lead to the early amortisation of some or all of one or more Classes of the Notes. See Condition 7(c) (Mandatory Redemption upon Breach of Coverage Tests).;p;
Rating Agencies may refuse to give rating agency confirmations;p;
;p;
Historically, many actions by issuers of CLO notes (including but not limited to issuing additional securities and amending relevant agreements) have been conditioned on receipt of confirmation from the applicable rating agencies that such action would not cause the ratings on the applicable securities to be reduced or withdrawn. Recently, certain rating agencies have changed the manner and the circumstances under which they are willing to provide such confirmation and have indicated reluctance to provide confirmation in the future, regardless of the requirements of the trust deed and the other transaction documents. If the Transaction Documents require that written confirmation from a Rating Agency be obtained before certain actions may be taken and an applicable Rating Agency is unwilling to provide the required confirmation, it may be impossible to effect such action, which could result in losses being realised by the Issuer and, indirectly, by Noteholders.;p;
If a Rating Agency announces or informs the Trustee, the Investment Manager or the Issuer that confirmation from such Rating Agency is not required for a certain action or that its practice is to not give such confirmations for certain types of actions, the requirement for confirmation from such Rating Agency will not apply. Further, in connection with the Effective Date, if S&P does not confirm its initial ratings of the applicable Rated Notes or if the Effective Date Moody’s Condition is not satisfied, the applicable Rated Notes may be subject to redemption in part in an amount and in the manner described under Condition 7(e) (Redemption upon Effective Date Rating Event). There can be no assurance that a Rating Agency will provide any rating confirmation upon request or that the Effective Date Moody’s Condition will be able to be satisfied, regardless of the terms agreed to among transaction participants, or not subsequently withdraw or downgrade its ratings on one or more Classes of Rated Notes, which could materially adversely affect the value of liquidity of the Notes.;p;
Requirements imposed on Rating Agencies could result in withdrawal of ratings if certain actions are not taken by the arranger;p;
;p;
On 2 June 2010, certain amendments to Rule 17g-5 under the Exchange Act promulgated by the SEC became effective. Amended Rule 17g-5 requires each rating agency providing a rating of a structured finance product such as this transaction paid for by the “arranger” (defined as the issuer, the underwriter or the sponsor) to obtain an undertaking from the arranger to (i) create a password protected website, (ii) post on that website all information provided to the rating agency in connection with the initial rating of any Class of Rated Notes and all information provided to the rating agency in connection with the surveillance of such rating, in each case, contemporaneous with the provision of such information to the applicable rating agency and (iii) provide access to such website to other rating agencies that have made certain certifications to the arranger regarding their use of the information. In this transaction, the “arranger” is the Issuer.;p;
Each Rating Agency must be able to reasonably rely on the arranger’s certifications. If the arranger does not comply with its undertakings to any Rating Agency with respect to this transaction, such Rating Agency may withdraw its ratings of the Rated Notes, as applicable. In such case, the withdrawal of ratings by any Rating Agency may adversely affect the price or transferability of the Rated Notes and may adversely affect any beneficial owner that relies on ratings of securities for regulatory or other compliance purposes.;p;
Under Rule 17g-5, rating agencies providing the requisite certifications described above may issue unsolicited ratings of the Rated Notes which may be lower and, in some cases, significantly lower than the ratings provided by the Rating Agencies. The unsolicited ratings may be issued prior to, on or after the Issue Date and will not be reflected herein. Issuance of any unsolicited rating will not affect the issuance of the Notes. Such unsolicited ratings could have a material adverse effect on the price and liquidity of the Rated Notes and, for regulated entities, could adversely affect the value of the Rated Notes as an investment or the capital treatment of the Rated Notes. For the avoidance of doubt, it is not intended that a report of any independent accountants will be required to be provided to, or will otherwise be shared with, a Rating Agency and it is not intended that such report would be posted to the website maintained for the purposes of compliance with Rule 17g-5.;p;
The SEC may determine that one or both of the Rating Agencies no longer qualifies as a nationally recognised statistical rating organisation for purposes of the federal securities laws and that determination may also have an adverse effect on the market prices and liquidity of the Rated Notes.;p;
Reliance on Rating Agency Ratings;p;
;p;
The Dodd-Frank Act requires that federal banking agencies amend their regulations to remove reference to or reliance on credit agency ratings, including but not limited to those found in the federal banking agencies’ risk-based capital regulations. New regulations have been proposed but have not yet been fully implemented in all respects. When such regulations are fully implemented, investments in asset-backed securities like the Notes by such institutions may result in greater capital charges to financial institutions that own such securities, or otherwise adversely affect the treatment of such securities for regulatory capital purposes. Furthermore, all prospective investors in the Notes whose investment activities are subject to legal investment laws and regulations, regulatory capital requirements, or review by regulatory authorities should consult with their own legal, accounting and other advisors in determining whether, and to what extent, the Notes will constitute legal investments for them or are subject to investment or other regulatory restrictions, unfavourable accounting treatment, capital charges or reserve requirements.;p;
2.47 Financial information provided to Noteholders in the Monthly Report and the Payment Date Report will be unaudited;h2;
;p;
On a monthly basis, excluding any month for which a Payment Date Report has been prepared, the Collateral Administrator on behalf, and at the expense, of the Issuer and in consultation with the Investment Manager shall compile and make available to the Issuer, the Trustee, the Liquidity Facility Provider, the Investment Manager, the Initial Purchaser, any Hedge Counterparty, each Rating Agency and any Noteholder by means of a secured website, a monthly report (the “Monthly Report”), which shall be accessible by way of a unique password, setting forth certain information with respect to the Portfolio in respect of the immediately preceding month, including certain loss and delinquency information on the Collateral Debt Obligations, details of each of the Accounts, the Liquidity Facility, the Hedge Transactions, the Coverage Tests and Collateral Quality Tests, the Portfolio Profile Tests and confirmation relating to risk retention of the Retention Holder. In preparing and furnishing the Monthly Reports, the Collateral Administrator will rely conclusively on the accuracy and completeness of certain information or data regarding the Collateral Debt Obligations that has been provided to it by the Investment Manager, and the Collateral Administrator will not verify, recompute, reconcile or recalculate any such information or data. Not later than one Business Day preceding the related Payment Date, the Collateral Administrator on behalf, and at the expense, of the Issuer and in consultation with the Investment Manager shall prepare and make available to the Issuer, the Trustee, the Liquidity Facility Provider, the Investment Manager, the Initial Purchaser, any Hedge Counterparty, each Rating Agency and any Noteholder by means of a secured website, a report which shall be accessible by way of a unique password, containing all the information in a Monthly Report reported for the full Accrual Period as well as setting forth, among other things, certain information as to the distributions being made on such Payment Date, the fees to be paid to the Investment Manager and the Trustee and the loss and delinquency status of the Collateral Debt Obligations (the “Payment Date Report”). Each of these Monthly Reports and Payment Date Reports will state that it is for the purposes of information only, that certain information included in the report is estimated, approximated or projected and that it is provided without any representations or warranties as to the accuracy or completeness thereof and that none of the Collateral Administrator, the Trustee, the Arranger, the Initial Purchaser, the Issuer or the Investment Manager will have any liability for estimates, approximations or projections contained therein. Neither such information nor any other financial information furnished to Noteholders will be audited and reported upon, and an opinion will not be expressed, by an independent public accountant.;p;
2.48 Anti-money laundering, corruption, bribery and similar laws may require certain actions or disclosures;h2;
;p;
Many jurisdictions have adopted wide-ranging anti-money laundering, economic and trade sanctions, and anti- corruption and anti-bribery laws, and regulations (collectively, the “Requirements”). Any of the Issuer, the Initial Purchaser, the Arranger, the Investment Manager or the Trustee could be requested or required to obtain certain assurances from prospective investors intending to purchase Notes and to retain such information or to disclose information pertaining to them to governmental, regulatory or other authorities or to financial intermediaries or engage in due diligence or take other related actions in the future. It is expected that the Issuer, the Initial Purchaser, the Arranger, the Investment Manager and the Trustee will comply with Requirements to which they are or may become subject and to interpret such Requirements broadly in favour of disclosure. Failure to honour any request by the Issuer, the Initial Purchaser, the Arranger, the Investment Manager or the Trustee to provide requested;p;
information or take such other actions as may be necessary or advisable for the Issuer, the Initial Purchaser, the Arranger, the Investment Manager or the Trustee to comply with any Requirements, related legal process or appropriate requests (whether formal or informal) may result in, among other things, a forced sale to another investor of such investor’s Notes. In addition, it is expected that each of the Issuer, the Initial Purchaser, the Arranger, the Investment Manager and the Trustee intends to comply with applicable anti-money laundering and anti-terrorism, economic and trade sanctions, and anti-corruption or anti-bribery laws, and regulations of the United States and other countries, and will disclose any information required or requested by authorities in connection therewith.;p;
2.49 Resolutions, amendments and waivers;h2;
;p;
The Conditions of the Notes and the Trust Deed contain detailed provisions governing modification of the Conditions of the Notes and the Transaction Documents and the convening of meetings and passing of Resolutions by the Noteholders. Certain key risks relating to these provisions are summarised below, however all of the following discussion is subject to the provision in Condition 14(b)(ix) (Retention Holder Veto), that if at any time neither the Retention Holder nor an Affiliate of the Retention Holder is the Investment Manager and provided that no Retention Event has occurred and is continuing, no modification or any Resolution to approve the modification of the Eligibility Criteria, the Portfolio Profile Tests, the Collateral Quality Tests, the Reinvestment Criteria or any changes to any of them will be effective without the consent in writing of the Retention Holder.;p;
Decisions may be taken by Noteholders by way of Ordinary Resolution or Extraordinary Resolution (as applicable), in each case, either acting together or, to the extent specified in any applicable Transaction Document, as a Class of Noteholders acting independently. Such Resolutions can be effected either at a duly convened meeting of the applicable Noteholders or by the applicable Noteholders resolving in writing. Meetings of the Noteholders may be convened by the Issuer, the Trustee or by one or more Noteholders holding not less than 10 per cent. of the aggregate Principal Amount Outstanding of the Notes of a particular Class, subject to certain conditions including minimum notice periods. The Trustee may, in its discretion, determine that any proposed Ordinary Resolution or Extraordinary Resolution affects only the holders of one or more Classes of Notes, in which event the required quorum and minimum percentage voting requirements of such Ordinary Resolution or Extraordinary Resolution may be determined by reference only to the holders of that Class or Classes of Notes.;p;
If a meeting of Noteholders is called to consider a Resolution, determination as to whether the requisite number of Notes has been voted in favour of such Resolution will be determined by reference to the percentage which the Notes voted in favour represent of the total amount of Notes held or represented by any person or persons entitled to vote which are present at such meeting and not by the aggregate Principal Amount Outstanding of all such Notes which are entitled to be voted in respect of such Resolution. This means that a lower percentage of Noteholders may pass a Resolution which is put to a meeting of Noteholders than would be required for a Written Resolution in respect of the same matter. There are, however, quorum provisions which provide that a minimum number of Noteholders representing a minimum amount of the aggregate Principal Amount Outstanding of the applicable Class or Classes of Notes be present at any meeting to consider an Extraordinary Resolution or Ordinary Resolution (as applicable). In the case of an Extraordinary Resolution, this is one or more persons holding or representing not less than 50 per cent. of the aggregate Principal Amount Outstanding of each Class of Notes (or the relevant Class or Classes only, if applicable) and in the case of an Ordinary Resolution this is one or more persons holding or representing not less than 10 per cent. of the aggregate Principal Amount Outstanding of each Class of Notes (or the relevant Class or Classes only, if applicable). Such quorum provisions still, however, require considerably lower thresholds than would be required for a Written Resolution. In addition, if a quorum requirement is not satisfied at any meeting, lower quorum thresholds will apply at any meeting previously adjourned for want of quorum as set out in Condition 14 (Meetings of Noteholders, Modification, Waiver and Substitution) and in the Trust Deed. However, no Extraordinary Resolution or Ordinary Resolution may be passed without meeting the “Minimum Percentage Voting Requirements” set out in Condition 14(b)(iii) (Minimum Voting Rights). Each Hedge Counterparty will also need to be notified and its consent obtained (unless not required by virtue of the expiry of a notice period set out in the relevant Hedge Agreement) in respect of any proposed modification, amendment or supplement to certain provisions of the Transaction Documents specified in the applicable Hedge Agreement. Any such consent, if withheld in accordance with the terms of the applicable Hedge Agreement, may prevent the Transaction Documents from being modified in a manner which may be beneficial to Noteholders.;p;
Certain entrenched rights relating to the Terms and Conditions of the Notes including (but not limited to) the currency thereof, Payment Dates applicable thereto, the Priorities of Payment, the provisions relating to quorums and the percentages of votes required for the passing of an Extraordinary Resolution, cannot be amended or waived by Ordinary Resolution but require an Extraordinary Resolution. It should however be noted that amendments may still be effected and waivers may still be granted in respect of such provisions in circumstances where not all Noteholders agree with the terms thereof and any amendments or waivers once passed in accordance with the provisions of the Terms and Conditions of the Notes and the provisions of the Trust Deed will be binding on all such dissenting Noteholders. In addition to the Trustee’s right to agree to changes to the Transaction Documents to correct a manifest error, or to changes which, in its opinion, are not materially prejudicial to the interests of the Noteholders of any Class without the consent of the Noteholders, modifications may also be made and waivers granted in respect of certain other matters which the Trustee is obliged to consent to without the consent of the Noteholders as set out in Condition 14(c) (Modification and Waiver). Certain amendments and modifications may be made without the consent of Noteholders or the Trustee. See Condition 14(c) (Modification and Waiver). Such amendment or modification could be adverse to certain Noteholders.;p;
2.50 Concentrated ownership of one or more Classes of Notes;h2;
;p;
If at any time one or more investors that are affiliated hold a majority of any Class of Notes, it may be more difficult for other investors to take certain actions that require consent of any such Classes of Notes without their consent. For example, optional redemption and the removal of the Investment Manager for cause and appointment are at the direction of Noteholders of specified percentages of Subordinated Notes.;p;
2.51 Flip clauses;h2;
;p;
The validity and enforceability of certain provisions in contractual priorities of payment (such as the Priorities of Payment) which purport to alter the priority in which a particular secured creditor is paid as a result of the occurrence of one or more specified trigger events, including the insolvency of such creditor (“flip clauses”), have been challenged recently in the English and U.S. courts on the basis that the operation of a flip clause as a result of such creditor’s insolvency breaches the “anti-deprivation” principles of English and U.S. insolvency law. This principle prevents a party from agreeing to a provision that deprives its creditors of an asset upon its insolvency.;p;
The English Supreme Court has, in Belmont Park Investments Pty Limited v BNY Corporate Trustee Services Limited and Lehman Brothers Special Financing Inc. [2011] UKSC 38, upheld the validity of a flip clause contained in an English law governed security document, stating that the anti-deprivation principle was not breached by such provisions.;p;
In the U.S. courts, the U.S. Bankruptcy Court for the Southern District of New York in Lehman Brothers Special Financing Inc. v. BNY Corporate Trustee Services Limited. (In re Lehman Brothers Holdings Inc.), Adv. Pro. No. 09-1242-JMP (Bankr. S.D.N.Y. May 20, 2009) examined a flip clause and held that such a provision, which seeks to modify one creditor’s position in a priority of payments when that creditor files for bankruptcy, is unenforceable under the U.S. Bankruptcy Code. Judge Peck acknowledged that this has resulted in the U.S. courts coming to a decision “directly at odds with the judgment of the English Courts”. While BNY Corporate Trustee Services Ltd filed a motion for and was granted leave to appeal with the U.S. Bankruptcy Court, the case was settled before the appeal was heard. In 2012, a new suit was filed in the U.S. Bankruptcy Court by claimants in the Belmont case asking, among other things, for the U.S. Bankruptcy Court to recognise and enforce the decision of the English Supreme Court and to declare that flip clauses are enforceable under U.S. bankruptcy law notwithstanding that court’s earlier decision. Plaintiffs in that suit have also filed a companion motion alleging that the issues in their complaint are tangential to the bankruptcy before the U.S. Bankruptcy Court and that, therefore, the suit should be removed to a U.S. district court. Given the current state of U.S. bankruptcy and English law, this is likely to be an area of continued judicial focus particularly in respect of multi-jurisdictional insolvencies.;p;
"The flip clause examined in the Belmont case is similar in substance to the relevant provisions in the Priorities of Payment, however the context and manner of subordination which may be applied to a Hedge Counterparty in accordance with such provisions will not be identical; and the judgments in Belmont and subsequent litigation in which the same rule has been applied have noted that English law questions relating to the “anti-deprivation” principle will be determined on the basis of the particular terms at hand and their commercial context. As such, it is";p;
not necessarily settled that the particular flip clauses contained in the Priorities of Payment would certainly be enforceable as a matter of English law, in the case of insolvency of a Hedge Counterparty.;p;
Moreover, if the Priorities of Payment are the subject of litigation in any jurisdiction outside England and Wales, in particular in the United States of America, and such litigation results in a conflicting judgment in respect of the binding nature of the Priorities of Payment, it is possible that termination payments due to any Hedge Counterparty would not be subordinated as envisaged by the Priorities of Payment and as a result, the Issuer’s ability to repay the Noteholders in full may be adversely affected. There is a particular risk of such conflicting judgments where a Hedge Counterparty is the subject of bankruptcy or insolvency proceedings outside England and Wales.;p;
2.52 The proposed Financial Transaction Tax;h2;
;p;
The European Commission has published a proposal for a Directive for a common financial transactions tax (“FTT”) in Belgium, Germany, Estonia, Greece, Spain, France, Italy, Austria, Portugal, Slovenia and Slovakia (the “participating Member States”).;p;
